ID,Binomial,Replicate,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
9058,Carcharodon_carcharias,0,Cliff_G._S._F._J._Dudley_et_al._(1996)._Catches_of_white_sharks_in_KwaZulu-Natal_South_Africa_and_environmental_influences._Great_white_sharks:_the_biology_of_Carcharodon_carcharias._A._P._Klimley_and_D._G._Ainley:_351-362.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Richards_Bay_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-28.85,32.23333,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(no.*km-net*yr),Shark_nets,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.2,3.5,1.5,2,2,2,1.1,0,1.8,3.2,1.4,0.5,1.1,2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10877,Carcharodon_carcharias,0,Ferretti_F._B._Worm_et_al._(2010)._Patterns_and_ecosystem_consequences_of_shark_declines_in_the_ocean._Ecology_Letters_13(8):_1055-1071.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Brighton_Beach_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-29.46667,31,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(sharks_per_km_of_net),Shark_netting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.74,1.01,1.26,0,1.77,1.26,0.76,1.64,0.51,0.88,0.63,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10881,Carcharodon_carcharias,0,Ferretti_F._B._Worm_et_al._(2010)._Patterns_and_ecosystem_consequences_of_shark_declines_in_the_ocean._Ecology_Letters_13(8):_1055-1071.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,(Linnaeus_1758),Great_white_shark,Main_Beach_Durban_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-29.85,31,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,CPUE_(sharks_per_km_of_net),Shark_netting,NULL,NULL,0.83,0.7,0.37,0.47,0.23,0.23,0.82,0.33,0.23,0.33,0.2,0.24,0.1,0.05,0.12,0.02,0.07,0.03,0.04,0.08,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18497,Carcharodon_carcharias,0,Sosa-Nishizaki_O._et_al._(2012)._Problems_with_photo_identification_as_a_method_of_estimating_abundance_of_white_sharks_Carcharodon_carcharias._Perspectives_on_the_Biology_and_Life_History_of_the_White_Shark_CRC_Press:_393-404.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Guadalupe_Island_Pacific_Ocean,Mexico,Mexico,Latin_America_and_Caribbean,NULL,NULL,29.046111,-118.282778,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,North_Pacific_Ocean,Unknown,0,Number_of_individuals,Mark-recapture,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,77,84,68,85,78,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19498,Carcharodon_carcharias,0,Curtis_T._H._C._T._McCandless_et_al._(2014)._Seasonal_Distribution_and_Historic_Trends_in_Abundance_of_White_Sharks_Carcharodon_carcharias_in_the_Western_North_Atlantic_Ocean._PLoS_ONE_9(6):_e99240,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Northwest_Atlantic_Ocean,United_States,United_States_Canada,North_America,NULL,NULL,34.083333,-57.083333,0,Marine,NULL,NULL,NULL,NULL,Atlantic_north_temperate,North_Atlantic_Ocean,Unknown,0,Relative_abundance_index,NEFSC_fishery_independent_longline_surveys_observer_programs_tournament_data,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.897,0.887,0.868,0.897,0.906,0.878,0.812,0.821,0.765,0.793,0.784,0.802,0.793,0.727,0.793,0.784,0.746,0.699,0.605,0.605,0.596,0.567,0.473,0.436,0.379,0.229,0.219,0.229,0.173,0.219,0.229,0.266,0.304,0.379,0.36,0.389,0.295,0.276,0.272,0.351,0.332,0.285,0.304,0.436,0.568,0.718,0.784,0.821,0.878,0.972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19586,Carcharodon_carcharias,0,Dicken_M._L._M._J._Smale_et_al._(2013)._White_sharks_Carcharodon_carcharias_at_Bird_Island_Algoa_Bay_South_Africa._African_Journal_of_Marine_Science_35(2):_175-182,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Bird_Island_Algoa_Bay_Eastern_Cape,South_Africa,South_Africa,Africa,NULL,NULL,-33.5,25.775554,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_SPUE_(**hr),Visual_census,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.225,0.487,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19587,Carcharodon_carcharias,0,Ryklief_R._P._A._Pistorius_et_al._(2014)._Spatial_and_seasonal_patterns_in_sighting_rate_and_life-history_composition_of_the_white_shark_Carcharodon_carcharias_at_Mossel_Bay_South_Africa._African_Journal_of_Marine_Science_36(4):_449-453,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Seal_Island_Mossel_Bay_Western_Cape,South_Africa,South_Africa,Africa,NULL,NULL,-34.151089,22.119689,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_SPUE_(**hr),Visual_census_Feb-Dec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6809,1.0745,2.1702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19641,Carcharodon_carcharias,0,Bruce_B._and_R._Bradford_(2015)._Segregation_or_aggregation?_Sex-specific_patterns_in_the_seasonal_occurrence_of_white_sharks_Carcharodon_carcharias_at_the_Neptune_Islands_South_Australia._Journal_of_Fish_Biology_87(6):_1355-1370,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Neptune_Island_South_Australia,Australia,Australia,Oceania,NULL,NULL,-35.268611,136.084722,1,Marine,NULL,NULL,NULL,NULL,South_temperate_and_Antarctic,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_(mean_males_per_day),Logbook_from_2_operators,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.18,1.87,1.37,0.345,5.96,4.14,2.56,0.89,2.76,3.15,1.48,9.11,11.13,3.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19642,Carcharodon_carcharias,0,Reid_D._D._W._D._Robbins_et_al._(2011)._Decadal_trends_in_shark_catches_and_effort_from_the_New_South_Wales_Australia_Shark_Meshing_Program_1950-2010._Marine_and_Freshwater_Research_62(6):_676-693,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,New_South_Wales_Australia,Australia,Australia,Oceania,NULL,NULL,-33.617943,156.094424,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,South_Pacific_Ocean,Unknown,0,CPUE_(catch_*_100_net_days),NSW_Shark_Meshing_Program,0.153,0.269,0.323,0.348,0.232,0.304,0.298,0.168,0.271,0.261,0.17,0.166,0.172,0.223,0.143,0.178,0.219,0.199,0.184,0.126,0.238,0.114,0.327,0.223,0.341,0.221,0.137,0.248,0.05,0.091,0.052,0.0413,0.0869,0.0641,0.0745,0.0641,0.155,0.0559,0.0662,0.0517,0,0.06,0.0269,0.0828,0.0827,0.0703,0.0372,0.0393,0.0372,0.089,0.0372,0.0724,0.0703,0.0621,0.114,0.0952,0.116,0.0848,0.0931,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19643,Carcharodon_carcharias,0,Towner_A._V._L._G._Underhill_et_al._(2013)._Environmental_Influences_on_the_Abundance_and_Sexual_Composition_of_White_Sharks_Carcharodon_carcharias_in_Gansbaai_South_Africa._PLoS_ONE_8(8):_e71197,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Periphery_of_Dyer_Island_Gansbaai_Western_Cape_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-34.677817,19.397717,1,Marine,NULL,NULL,NULL,NULL,Atlantic_tropical_and_subtropical,South_Atlantic_Ocean,Unknown,0,Sightings_of_males_per_unit_effort_(per_trip),Sightings_from_cage_diving_boats_counts_per_trip_fitted_by_GLM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6629,1.9286,0.7286,0.8057,1.0114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19644,Carcharodon_carcharias,0,Towner_A._V._L._G._Underhill_et_al._(2013)._Environmental_Influences_on_the_Abundance_and_Sexual_Composition_of_White_Sharks_Carcharodon_carcharias_in_Gansbaai_South_Africa._PLoS_ONE_8(8):_e71197,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Joubertsdam_Gansbaai_South_Africa,South_Africa,South_Africa,Africa,NULL,NULL,-34.67993,19.415318,1,Marine,NULL,NULL,NULL,NULL,Atlantic_tropical_and_subtropical,South_Atlantic_Ocean,Unknown,0,Sightings_of_males_per_unit_effort_(per_trip),Sightings_from_cage_diving_boats_counts_per_trip_fitted_by_GLM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0094,0.8976,0.4199,1.5287,1.7014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19657,Carcharodon_carcharias,0,Ryklief_R._P._A._Pistorius_et_al._(2014)._Spatial_and_seasonal_patterns_in_sighting_rate_and_life-history_composition_of_the_white_shark_Carcharodon_carcharias_at_Mossel_Bay_South_Africa._African_Journal_of_Marine_Science_36(4):_449-453,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Mossel_Bay_-_Hartenbos,South_Africa,South_Africa,Africa,NULL,NULL,-34.2726,22.07402,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_SPUE_(**hr),Visual_census_Feb-Dec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0851,0.7128,1.1596,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19658,Carcharodon_carcharias,0,Ryklief_R._P._A._Pistorius_et_al._(2014)._Spatial_and_seasonal_patterns_in_sighting_rate_and_life-history_composition_of_the_white_shark_Carcharodon_carcharias_at_Mossel_Bay_South_Africa._African_Journal_of_Marine_Science_36(4):_449-453,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Mossel_Bay_-_Kleinbrak,South_Africa,South_Africa,Africa,NULL,NULL,-34.1028,22.1699,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_SPUE_(**hr),Visual_census_Feb-Dec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.7234,1.2766,0.2128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19664,Carcharodon_carcharias,0,Ryklief_R._P._A._Pistorius_et_al._(2014)._Spatial_and_seasonal_patterns_in_sighting_rate_and_life-history_composition_of_the_white_shark_Carcharodon_carcharias_at_Mossel_Bay_South_Africa._African_Journal_of_Marine_Science_36(4):_449-453,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,,(Linnaeus_1758),Great_white_shark,Mossel_Bay_-_Grootbrak,South_Africa,South_Africa,Africa,NULL,NULL,-34.077,22.2346,1,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,Indian_Ocean,Unknown,0,Sightings_per_unit_effort_SPUE_(**hr),Visual_census_Feb-Dec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2872,1.4894,1.3298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300004,Carcharodon_carcharias,0,Dewar_H._Eguchi_T._Hyde_J._Kinzey_D._H._Kohin_S._Moore_J._..._&_Vetter_R._(2013)._Status_review_of_the_northeastern_Pacific_population_of_white_sharks_(Carcharodon_carcharias)_under_the_Endangered_Species_Act.,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,carcharias,NULL,NULL,Great_white_shark,south_west_coast_of_California,United_States,NULL,North_America,NULL,NULL,36.2,-122,0,Marine,NULL,NULL,NULL,NULL,Tropical_and_subtropical_Indo-Pacific,North_Pacific_Ocean,NULL,0,individual,gillnet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.004,0.005,0.006,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10405,Python_regius,0,Reading_C._J._L._M._Luiselli_et_al._(2010)._Are_snake_populations_in_widespread_decline?_Biology_Letters_6(6):_777-780.,Reptilia,Squamata,Pythonidae,Python,regius,,(Shaw_1802),Ball_python_*_Royal_python,Stubbs_creek_game_reserve*forest_reserve_Nigeria,Nigeria,Nigeria,Africa,Africa,West_Africa,4.63333,7.91667,1,Terrestrial,Afrotropical,Tropical_and_subtropical_moist_broadleaf_forests,NULL,NULL,NULL,NULL,NULL,0,Number_of_individuals,Counts_by_capture,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,23,24,23,22,19,16,17,11,10,6,6,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10493,Felis_silvestris,0,Heltai_M._Z._Biro_et_al._(2006)._The_changes_of_distribution_and_population_density_of_wildcats_Felis_silvestris_Schreber_1775_in_Hungary_between_1987-2001._Nature_Conservation_62(5):_37-42.,Mammalia,Carnivora,Felidae,Felis,silvestris,NULL,(Schreber_1777),Wild_cat,Hungary,Hungary,Hungary,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,47.18333,20.13333,0,Terrestrial,Palearctic,Temperate_broadleaf_and_mixed_forests,NULL,NULL,NULL,NULL,NULL,0,mean_number_of_wild_cats*1000ha,Questionnaires_to_local_hunters,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,0.51,NULL,0.41,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18329,Felis_silvestris,0,Lozano_J._E._Virgos_and_S._Cabezas-Dias._2013._Monitoring_European_wildcat_Felis_silvestris_populations_using_scat_surveys_in_central_Spain:_are_population_trends_related_to_wild_rabbit_dynamics_or_to_landscape_features?_Zoological_Studies_52:16.,Mammalia,Carnivora,Felidae,Felis,silvestris,,(Schreber_1777),Wild_cat,Madrid_and_Toledo_Provinces,Spain,Spain,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,40.154671,-3.86729,0,Terrestrial,Palearctic,Mediterranean_forests_woodlands_and_scrub,NULL,NULL,NULL,NULL,NULL,0,Abundance_index,Scats_were_counted_along_1-km_transects_following_paths_in_each_of_39_survey_locations_and_an_abundance_calculated_based_on_the_frequency_of_occurrence_of_scats.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1475,NULL,NULL,0.2288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27558,Felis_silvestris,0,Cazacu_C._et_al._(2014)_Mapping_trends_of_large_and_medium_size_carnivores_of_conservation_interest_in_Romania_Annals_of_Forest_Research_57(1)_pp._97-107._doi:_10.15287*afr.2014.170.,Mammalia,Carnivora,Felidae,Felis,silvestris,,(Schreber_1777),Wild_cat,Romania,Romania,Romania,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,46,25,0,Terrestrial,Palearctic,Temperate_broadleaf_and_mixed_forests,NULL,NULL,NULL,NULL,NULL,0,Individuals,Estimated_from_track_counts_and_scat_deposition_along_a_transect_in_game_management_units,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13684,13946,13934,13826,13475,13577,13337,13355,13417,13590,13274,13941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27674,Felis_silvestris,0,Sobrino_R._et_al._(2009)_Carnivore_population_trends_in_Spanish_agrosystems_after_the_reduction_in_food_availability_due_to_rabbit_decline_by_rabbit_haemorrhagic_disease_and_improved_waste_management_European_Journal_of_Wildlife_Research_55(2)_pp._161-165._doi:_10.1007*s10344-008-0230-7.,Mammalia,Carnivora,Felidae,Felis,silvestris,,(Schreber_1777),Wild_cat,Study_area_in_Arag??n_autonomous_region,Spain,Spain,Europe,Europe_and_Central_Asia,Central_and_Western_Europe,41.479016,-0.696121,0,Terrestrial,Palearctic,Mediterranean_forests_woodlands_and_scrub,NULL,NULL,NULL,NULL,NULL,0,Kilometric_abundance_index_(number_of_individuals_seen_per_100km),Spotlight_counts_driven_along_fixed_routes_of_15_to_45_km_in_length_conducted_twice_per_month_from_January_to_April_in_nights_close_to_the_new_moon_for_better_visibility.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0882,0.0674,0.0668,0.0967,0.1036,0.0263,0.1254,0.1542,0.1466,0.1086,0.0935,0.086,0.1119,0.105,0.0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
